pfam_id,alphafold_id,reviewed,fragment,dom_score,glo_score
PF13988,K8D828_CROSK,0,0,35.37478873239435,43.776979865771835
PF13988,A0A7T9XVW7_YEREN,0,0,50.30055900621116,59.068614232209725
PF13988,A0A3M3ZWK0_9PSED,0,0,94.14712000000003,92.29069565217394
PF19609,A0A170YY83_9ACTN,0,0,42.28956043956045,43.53126126126126
PF19609,A0A521DZ32_9BACL,0,0,50.00380000000002,51.02310344827586
PF19609,A0A7J4AB92_9CREN,0,0,89.97876288659796,87.58776699029129
PF19609,A0A561UN49_9ACTN,0,0,42.339142857142875,43.24502890173413
PF19609,A0A0S1UXA2_9ACTN,0,0,50.00628571428573,53.54468208092487
PF19609,A0A1Y3PIW4_9BACI,0,0,89.95871287128708,88.86317365269456
PF19609,A0A0H5CMD9_9PSEU,0,0,42.859047619047615,45.583715846994515
PF19609,A0A1X4IB17_9ACTN,0,0,50.009090909090915,47.52598958333331
PF19609,A0A101X2Q4_9CREN,0,0,89.56621359223301,88.14941666666665
PF19609,A0A537FY91_9ARCH,0,0,42.98253731343285,45.46246478873239
PF19609,A0A0M3QI28_STRPR,0,0,50.0120909090909,48.89116022099446
PF19609,A0A1V4P9A4_9BACI,0,0,89.3429702970297,89.34013157894736
PF19609,A0A233SPJ8_STRDA,0,0,43.13477064220183,45.70006329113924
PF19609,A0A7T1T520_9ACTN,0,0,50.02357798165141,47.11932367149757
PF19609,A0A023CMD6_9BACI,0,0,88.93613861386137,87.40238961038955
PF19609,A0A1Q8BHB5_9CREN,0,0,43.45954545454544,45.26439189189192
PF19609,A0A1Y2N0W2_STRPT,0,0,50.0267924528302,50.20318181818185
PF19609,A0A561X5Y7_9BACI,0,0,88.85215686274512,89.57669291338586
PF19609,A0A1Q5KEE1_9ACTN,0,0,43.681619047619044,46.52179487179486
PF19609,A0A0N1G1H4_9ACTN,0,0,50.039047619047615,51.27208633093528
PF19609,A0A143MMW1_9BACI,0,0,88.85196078431372,89.45818421052628
PF19609,A0A3N1D8P0_9ACTN,0,0,43.688018867924534,44.74951388888888
PF19609,A0A1Q5KUY8_9ACTN,0,0,50.06500000000001,48.40463541666668
PF19609,A0A2U1K742_9BACI,0,0,88.75574257425738,86.33095607235138
PF19609,C9YUN5_STRSW,0,0,43.722087912087936,45.59150000000001
PF19609,A0A0F4JDV2_9ACTN,0,0,50.07427272727272,50.537978142076504
PF19609,A0A4Q1S267_9BACI,0,0,88.73960396039602,89.09231578947364
PF19609,A0A7D6GHX1_9ACTN,0,0,43.74886792452829,43.91671999999999
PF19609,A0A652KBT0_9ACTN,0,0,50.09072727272727,47.1671921182266
PF19609,A0A2R6Y114_9BACL,0,0,88.42659999999998,84.16794117647059
PF19609,A0A1C4VPU0_9ACTN,0,0,43.80301886792452,45.36746666666665
PF19609,A0A7C4DBY9_9ARCH,0,0,50.092089552238804,53.04820224719102
PF19609,A0A1T4NKH7_9FIRM,0,0,88.40257425742574,87.07440740740739
PF05616,C6SCY8_NEIME,0,0,34.344609375000005,34.007799999999996
PF05616,A0A5E4X134_9BURK,0,0,50.05150602409637,69.0016814159292
PF05616,A0A4R8ZW96_9MICO,0,0,84.96780821917807,79.26781954887218
PF05616,R8YXC1_9GAMM,0,0,34.50645161290324,67.08818181818178
PF05616,A0A2L0HZ52_9GAMM,0,0,50.13022222222224,67.09775175644023
PF05616,A0A2S9NRB2_9BURK,0,0,81.78854545454547,79.38774193548387
PF05616,A0A4R0D217_9GAMM,0,0,34.79702380952382,37.56069169960477
PF05616,A0A378VUS5_NEIGO,0,0,50.235517241379306,52.13657894736839
PF05616,A9BV75_DELAS,0,0,77.33477528089892,69.72305882352944
PF05616,C6SAF0_NEIME,0,0,34.845312500000006,34.63453333333334
PF05616,A0A4R8LN95_9BURK,0,0,50.23573248407645,56.41795321637425
PF05616,A0A2E9RG77_9GAMM,0,0,76.3877966101695,66.33318584070796
PF05616,A0A0A8F3K5_NEIME,0,0,35.21382812500001,35.12760000000001
PF05616,C0ELZ1_NEIFL,0,0,50.39291139240507,65.25106280193239
PF05616,A0A1H3MBP6_9BURK,0,0,74.93380681818186,78.63730858468679
PF05616,C6S6P6_NEIML,0,0,35.403203125,34.91120000000001
PF05616,A0A5J6Q0D7_9NEIS,0,0,50.40061224489795,61.93999999999998
PF05616,Q5F7B3_NEIG1,0,0,74.84023715415026,74.84023715415026
PF05616,A0A2X1UE90_NEIME,0,0,35.86864406779661,53.035732484076405
PF05616,A0A1X1PHY7_9BURK,0,0,50.49780645161292,54.83322970639027
PF05616,Q5F7N0_NEIG1,0,0,74.66169625246555,74.66169625246555
PF05616,C6SM63_NEIME,0,0,35.88632812500001,35.61500000000001
PF05616,A0A5Q3S2K1_9NEIS,0,0,50.52427884615386,60.476181533646354
PF05616,G4CLJ7_9NEIS,0,0,74.44631111111109,69.67058212058218
PF05616,I4E405_NEIME,0,0,35.965078125,35.614000000000004
PF05616,A0A125WEB3_NEIME,0,0,50.58537499999999,54.63984
PF05616,A0A7Z7RM20_9NEIS,0,0,74.38377777777775,66.50056737588653
PF05616,E3D1Q8_NEIM7,0,0,36.06531250000002,35.61506666666668
PF05616,A0A6J5DMY3_9BURK,0,0,50.614893617021295,59.69526666666663
PF05616,A0A2X1U7P0_NEIME,0,0,74.25027837259098,71.76437379576105
PF05616,A0A0A8F5T1_NEIME,0,0,36.3121875,35.98486666666666
PF05616,A0A5E4WWD7_9BURK,0,0,51.15482954545455,67.89599277978343
PF05616,A0A2X1UL21_NEIME,0,0,74.15311637080865,74.15311637080865
PF06820,A0A828P993_ECOLX,0,0,34.12078125,57.67096109839816
PF06820,A0A2U9L170_ECOLX,0,0,50.00609375,51.131372997711686
PF06820,Q8X4Q9_ECO57,0,0,94.34741935483868,85.93820224719101
PF06820,A0A2X3JFT3_ECOLX,0,0,35.48953124999999,44.85068649885584
PF06820,A0A7U9LSK7_ECOLX,0,0,50.144375000000004,48.50237288135596
PF06820,A0A1I9X1V7_ECOLX,0,0,94.29709677419355,85.93988764044943
PF06820,A0A3W4K717_ECOLX,0,0,36.41312500000001,53.13447499999997
PF06820,A0A0K4JHR0_ECOLX,0,0,50.24709677419355,49.609662921348324
PF06820,A0A7U9LMX6_ECOLX,0,0,94.27870967741936,86.18797752808992
PF06820,B3Y0U7_ECO11,0,0,36.50874999999999,51.95029748283748
PF06820,A0A348DXG1_ECOLX,0,0,50.36015624999999,53.58017054263559
PF06820,A0A6M6VWQ0_ECO57,0,0,94.26548387096776,85.87730337078652
PF06820,A0A4U9TQH6_ECOLX,0,0,36.60984375,45.32009501187652
PF06820,A0A402XL28_SALER,0,0,50.40216216216216,51.65589285714287
PF06820,A0A827HQE5_ECOLX,0,0,94.24193548387096,85.56303370786515
PF06820,A0A377EM46_ECOLX,0,0,36.86609374999999,50.694347826086904
PF06820,I2UKG9_ECOLX,0,0,50.51843749999999,45.05691358024692
PF06820,A0A7U9LWP0_ECOLX,0,0,94.11354838709676,85.86247191011235
PF06820,A0A2Z2J8D0_ECOLX,0,0,38.27234375000001,57.989771167048026
PF06820,A0A1D7PJV2_ECOLX,0,0,50.90096774193547,49.999550561797754
PF06820,A0A0K9T7H5_ECOLX,0,0,94.05112903225807,85.54685393258431
PF06820,A0A376UC73_ECOLX,0,0,38.45640625000001,48.703195876288675
PF06820,B7UNX0_ECO27,0,0,51.3059375,50.95331807780331
PF06820,A0A0K4BW85_ECOLX,0,0,93.95515625000003,81.38239130434783
PF06820,A0A377EFM6_ECOLX,0,0,38.46718749999999,58.44929061784899
PF06820,A0A3J9C0A8_ECOLX,0,0,51.51725806451614,50.84561797752808
PF06820,A0A7U9LSY4_ECOLX,0,0,93.94937499999999,81.78217391304345
PF06820,I2UDK9_ECOLX,0,0,38.471562500000005,54.12866666666666
PF06820,B3Y091_ECO11,0,0,51.65294117647059,55.757600000000004
PF06820,A0A0K9TCC0_ECOLX,0,0,93.92354838709676,85.55730337078653
PF06820,A0A1I9X2G4_ECOLX,0,0,38.72968750000001,57.74208237986266
PF06820,A0A826TQE6_ECOLX,0,0,51.76515625000001,49.80811440677968
PF06820,A0A4P8C3F3_ECOLX,0,0,93.8488709677419,85.15910112359548
PF04022,B2NJ60_STAAU,0,0,32.88703703703705,58.3761635220125
PF04022,A0A6B0BR68_STAAU,0,0,53.80862433862435,60.459999999999944
PF04022,STC2_STAAU,1,0,74.62930555555555,68.07220979020978
PF04022,C4B4R1_STAAU,0,0,33.97944444444444,60.334282655246255
PF04022,Q4W8K3_STAAU,0,0,54.008024691357974,59.33915678524376
PF04022,STC1_STAAU,1,0,70.89327160493825,65.81519756838915
PF04022,A0A0H2X081_STAAC,0,0,34.62207407407407,58.34028301886798
PF04022,C1IDU9_STAAU,0,0,55.19444444444444,61.15620087336243
PF04022,A0A4R0B6M7_RHILV,0,0,82.79043478260868,74.89446428571428
PF04022,C4B824_STAAU,0,0,34.62955555555556,57.74270440251568
PF04022,C4B811_STAAU,0,0,55.676990740740706,60.93672268907562
PF04022,A0A380DNR1_STAAU,0,0,82.66011111111104,68.10147208121825
PF04022,C4B832_STAAU,0,0,35.480187499999985,57.212720364741635
PF04022,A0A6A8FVU8_STAAU,0,0,56.3175925925926,62.277218844984766
PF04022,A0A518VFJ1_BRELA,0,0,80.46000000000001,78.62882352941176
PF04022,C4B841_STAAU,0,0,35.67364197530864,57.36227138643065
PF04022,C4B823_STAAU,0,0,57.08481481481483,64.94984848484842
PF04022,A0A5S9C324_STAAU,0,0,77.7339506172839,62.02249003984065
PF04022,Q53655_STAAU,0,0,35.83053435114503,58.88103773584905
PF04022,C4B845_STAAU,0,0,57.48148148148146,60.70586206896554
PF04022,A0A6K3ZHZ3_STAAU,0,0,77.66679012345679,58.958476190476226
PF04022,A0A0H2XHP9_STAA3,0,0,35.8487962962963,59.69924466338262
PF04022,C4B4S0_STAAU,0,0,57.490582010581996,61.182750716332365
PF04022,B6VQV7_STAAU,0,0,75.10475308641972,65.24217585692992
PF04022,C4B834_STAAU,0,0,35.87018518518519,59.530837438423646
PF04022,Q4W8L9_STAAU,0,0,57.748518518518516,63.157011661807545
PF04022,B6VQX2_STAAU,0,0,73.90728395061728,64.97191740412984
PF04022,C4B836_STAAU,0,0,35.875597014925376,59.081603773584895
PF04022,C1IDV2_STAAU,0,0,57.75567901234567,59.854728340675464
PF04022,C4B4N2_STAAU,0,0,72.59245370370368,66.18700280112054
PF04022,A0A077UIZ9_9STAP,0,0,35.96851851851852,59.520973597359756
PF04022,C4B4T1_STAAU,0,0,57.77104938271606,61.51922374429229
PF04022,C4B4Q4_STAAU,0,0,72.44234567901236,65.41295558958642
PF12299,A0A6C0LTF8_9ZZZZ,0,0,39.85457627118646,38.95974683544304
PF12299,A0A1J0Z1R7_SPICI,0,0,50.245301204819285,44.64897260273972
PF12299,A0A151BP98_9ARCH,0,0,97.86521739130433,94.033981042654
PF12299,A0A1J0Z166_SPICI,0,0,40.65679245283018,42.25619047619047
PF12299,A0A345DN30_9MOLU,0,0,50.31158536585365,44.28102739726028
PF12299,A0A1M7I6C9_9FLAO,0,0,96.73826923076923,91.83662686567153
PF12299,Q14LD9_SPICI,0,0,41.27433734939759,38.95897260273971
PF12299,Q14MD4_SPICI,0,0,50.357307692307685,43.55403973509934
PF12299,A0A1F8F1X0_9BACT,0,0,94.95537037037036,83.97180995475117
PF12299,A0A345DNW4_9MOLU,0,0,41.3098795180723,39.028698630136994
PF12299,A0A1J0Z1I1_SPICI,0,0,50.42987951807228,45.18164383561644
PF12299,A0A4Y2UDX9_ARAVE,0,0,88.68985294117645,74.78524137931034
PF12299,A0A1J0Z0I2_SPICI,0,0,41.65771084337349,37.899463087248336
PF12299,A0A4D8RBK3_SPIME,0,0,50.49753246753248,45.61132867132867
PF12299,A0A0J7MNE1_LASNI,0,0,87.20953125000004,85.95436090225567
PF12299,A0A4D8RD33_SPIME,0,0,42.262048192771076,39.75869863013699
PF12299,A0A0K2JJI6_SPIKU,0,0,50.5212048192771,45.04205479452056
PF12299,A0A4Y2LPJ1_ARAVE,0,0,85.64915662650607,77.96008695652176
PF12299,Q14M29_SPICI,0,0,43.56867469879517,40.49565517241378
PF12299,Q14NY8_SPICI,0,0,50.59265060240964,44.66226027397262
PF12299,A0A2H0L1T9_9BACT,0,0,83.31205479452053,88.50968379446638
PF12299,A0A345DMZ3_9MOLU,0,0,43.89746987951809,41.01731543624162
PF12299,A0A1J0Z0V0_SPICI,0,0,50.825542168674694,45.242408759124096
PF12299,A0A4Y2LY18_ARAVE,0,0,83.04181818181819,85.2309893992933
PF12299,A0A6M5JLX9_SPICI,0,0,44.73939759036143,40.57841379310345
PF12299,A0A4D8RJ44_SPIME,0,0,51.03512195121952,50.57813793103449
PF12299,A0A4Y2K158_ARAVE,0,0,82.83333333333336,73.58841379310337
PF12299,A0A345DM36_9MOLU,0,0,44.75783132530121,39.96657718120808
PF12299,A0A345DRH3_9MOLU,0,0,51.068072289156646,46.11079999999999
PF12299,A0A6C0CSM2_9ZZZZ,0,0,81.92011764705883,77.72100294985249
PF12299,Q14NE6_SPICI,0,0,44.92313253012049,39.549034482758636
PF12299,A0A1J0Z390_SPICI,0,0,51.39975308641974,47.61340136054421
PF12299,Q14MN5_SPICI,0,0,81.80660377358488,72.26214285714289
PF05562,A0A6A1VPJ9_9ROSI,0,0,32.864040404040395,70.80605858854858
PF05562,CRIM1_ARATH,1,0,63.127559523809495,59.71124444444444
PF05562,CRPM1_ARATH,1,0,81.41560000000005,80.4949746192894
PF05562,A0A5J5BW13_9ASTE,0,0,37.56422680412371,69.40657068062826
PF05562,CRIM2_ARATH,1,0,68.22023668639052,63.591061946902656
PF05562,CRPM4_ARATH,1,0,80.43845303867407,80.18752475247528
PF05562,A0A7J9E7T5_9ROSI,0,0,37.85575342465753,73.23610687022901
PF05562,W9S382_9ROSA,0,0,50.02335616438359,45.27130434782612
PF05562,CRPM3_ARATH,1,0,79.3023602484472,79.34497354497351
PF05562,A0A5N6M4R3_9ASTR,0,0,40.48378640776697,66.21829470198679
PF05562,A0A804JPG8_MUSAM,0,0,50.02436781609195,50.34793427230046
PF05562,CRPM2_ARATH,1,0,77.73857142857146,76.92517241379313
PF05562,A0A7J6HEY7_CANSA,0,0,40.66165217391305,72.26144501278779
PF05562,A0A1S2YFZ5_CICAR,0,0,50.057464788732396,44.200201612903214
PF05562,C6SWQ8_SOYBN,0,0,85.65870056497178,85.16287878787881
PF05562,A0A2Z7AZZ0_9LAMI,0,0,40.90098039215686,79.08117940199338
PF05562,V4SPF8_CITCL,0,0,50.063076923076935,50.0696153846154
PF05562,A0A426YJA8_ENSVE,0,0,85.6076,53.74699646643114
PF05562,A0A0D2S789_GOSRA,0,0,41.86425,71.80416455696202
PF05562,A0A7N2M1E6_QUELO,0,0,50.122857142857114,49.4438829787234
PF05562,A0A2P2PQL6_RHIMU,0,0,82.99901960784314,80.97118644067795
PF05562,A0A834TX17_9FABA,0,0,41.99104895104897,70.55920854271358
PF05562,A0A7J7CWB5_TRIWF,0,0,50.14279069767443,46.122
PF05562,A0A817B0A3_BRANA,0,0,82.1676923076923,77.10212121212119
PF05562,A0A443PY33_9MAGN,0,0,42.14230158730158,64.85520675105492
PF05562,A0A444FL08_ENSVE,0,0,50.149565217391306,50.5621052631579
PF05562,I1LJJ2_SOYBN,0,0,82.09934210526318,82.22763440860214
PF05562,A0A7J9GWH3_9ROSI,0,0,42.23095890410959,73.95405835543767
PF05562,D7LTJ7_ARALL,0,0,50.17384615384619,50.11764705882357
PF05562,A0A3P6C4B9_BRACM,0,0,81.93346153846154,76.8209090909091
PF05562,A0A396JLV6_MEDTR,0,0,42.6552380952381,42.86868421052632
PF05562,A9RWC5_PHYPA,0,0,50.183186813186836,49.760780487804865
PF05562,M8A0Y9_TRIUA,0,0,81.69222222222223,73.79706896551724
PF15275,A0A151N9N6_ALLMI,0,0,36.34936000000002,59.28825203252042
PF15275,KANL1_MOUSE,1,0,50.232980132450336,51.12668918918916
PF15275,MSL1_DANRE,1,0,81.52974789915966,60.29255623721877
PF15275,A0A151NAD7_ALLMI,0,0,37.43728000000001,56.218412844036706
PF15275,KAL1L_HUMAN,1,0,53.86380165289258,49.85568389057739
PF15275,MSL1_DROME,1,0,81.39079646017703,58.29298363811356
PF15275,A0A151N9K6_ALLMI,0,0,37.495360000000005,57.501076190476155
PF15275,KAL1L_MOUSE,1,0,53.86776859504132,51.045237134207866
PF15275,MSL1_MOUSE,1,0,80.77559322033899,56.89063311688315
PF15275,A0A672RP28_SINGR,0,0,38.83070175438598,43.039538638984936
PF15275,KAL1L_XENTR,1,0,69.8395588235294,50.42579180509417
PF15275,MSL1_HUMAN,1,0,80.64500000000004,57.31511400651461
PF15275,A0A672RNQ7_SINGR,0,0,39.086929824561395,44.62940520446109
PF15275,A0A2I3HFL2_NOMLE,0,0,50.03454545454549,50.33497427101202
PF15275,A0A7J7EYI7_DICBM,0,0,91.65686567164177,57.13615384615387
PF15275,A0A814FQZ2_ADIRI,0,0,40.3195238095238,43.93041474654377
PF15275,A0A7N4NHP7_SARHA,0,0,50.10892857142857,48.721264775413665
PF15275,A0A0N4UGF9_DRAME,0,0,91.00793650793652,67.21936046511624
PF15275,A0A195FHN5_9HYME,0,0,40.61527272727273,48.60084103512019
PF15275,K1RJC9_CRAGI,0,0,50.17116883116885,52.50051906779662
PF15275,A0A0N5A839_9BILA,0,0,90.08044776119405,53.44484374999998
PF15275,A0A1S3WSG4_ERIEU,0,0,40.74796875000002,44.22991573033709
PF15275,A0A3Q1CI95_AMPOC,0,0,50.21959999999999,45.42245222929937
PF15275,A0A0N4VEN6_ENTVE,0,0,89.97457142857142,55.36676165803108
PF15275,A0A556TIF9_BAGYA,0,0,41.38031847133756,44.50013618677042
PF15275,A0A444U4C5_ACIRT,0,0,50.24503311258275,48.69188650306745
PF15275,A0A1I8HHH5_9PLAT,0,0,89.73462686567166,66.5985082872929
PF15275,F4X782_ACREC,0,0,41.66899999999997,48.55176470588241
PF15275,A0A444U656_ACIRT,0,0,50.37189189189189,46.00834348355671
PF15275,A0A1I8H254_9PLAT,0,0,88.24986111111112,66.15889502762431
PF15275,A0A452FWH5_CAPHI,0,0,42.02511811023621,44.36623188405798
PF15275,A0A0Q3QKD4_AMAAE,0,0,50.378134328358215,53.374780114722746
PF15275,A0A7M4E3S1_CROPO,0,0,87.89838983050848,58.91143283582089
PF15479,A0A5N4D8H3_CAMDR,0,0,37.11354166666667,47.68868512110724
PF15479,CB081_HUMAN,1,0,51.16760416666663,51.18219931271474
PF15479,A0A1Y2D3L5_9FUNG,0,0,89.32312499999999,60.78687631027256
PF15479,A0A218UTT7_9PASE,0,0,37.332830188679246,66.48187845303865
PF15479,CB081_RAT,1,0,51.18166371681412,50.70706867671689
PF15479,A0A7J7JG91_BUGNE,0,0,88.72516483516482,75.58276470588237
PF15479,A0A6B0RQ85_9CETA,0,0,37.981660777385144,50.078762886597914
PF15479,CB081_MOUSE,1,0,51.36395759717313,50.984698996655496
PF15479,A0A821KKP2_9BILA,0,0,88.14855263157897,71.92046153846157
PF15479,A0A2K5L2W9_CERAT,0,0,39.65965694682677,39.57219594594597
PF15479,CB081_BOVIN,1,0,54.88155319148943,54.51288270377741
PF15479,A0A2P6NHZ3_9EUKA,0,0,87.95446601941745,60.85043814432992
PF15479,A0A1V4KRY8_PATFA,0,0,39.959153846153875,73.30806794055201
PF15479,S9X4C6_CAMFR,0,0,50.24481481481478,54.32792507204611
PF15479,H9GAD5_ANOCA,0,0,87.92157894736842,58.82867924528303
PF15479,G1NY88_MYOLU,0,0,40.009697674418604,40.035786026200874
PF15479,A0A267EX55_9PLAT,0,0,50.81000000000001,61.689007633587764
PF15479,A0A6A4XCR4_AMPAM,0,0,87.81812500000001,57.03858649789027
PF15479,A0A1U8C8E5_MESAU,0,0,40.27363070539416,40.37813592233008
PF15479,A0A5N4CTQ0_CAMDR,0,0,50.86363184079604,58.97275303643724
PF15479,A0A498MC30_LABRO,0,0,87.76534482758622,73.23863636363633
PF15479,A0A2J8XBB1_PONAB,0,0,40.717681728880166,40.74881170018284
PF15479,A0A5N4D8A5_CAMDR,0,0,50.90105263157896,61.691044776119384
PF15479,A0A7J6BWD9_9TELE,0,0,87.03887931034483,79.51591549295777
PF15479,A0A2R9A512_PANPA,0,0,40.74212631578948,39.24533450704228
PF15479,A0A803KF48_XENTR,0,0,52.27800000000001,62.14082831325296
PF15479,K7FAA4_PELSI,0,0,86.97786324786324,84.42999999999999
PF15479,A0A3Q7NZ18_CALUR,0,0,40.92594059405942,41.89582733812948
PF15479,A0A4X2LMD6_VOMUR,0,0,53.29671999999998,49.917700934579386
PF15479,A0A183Q9T7_9TREM,0,0,86.86257575757578,86.27785714285714
PF15479,A0A2B4RSV7_STYPI,0,0,41.080551724137926,61.47075907590758
PF15479,A0A7R9DI44_TIMPO,0,0,53.734000000000016,63.04142292490115
PF15479,A0A0L0HN73_SPIPD,0,0,86.70884615384612,60.69991902834011
PF12263,A0A3M1PNS8_9CYAN,0,0,41.19380434782611,42.347926267281125
PF12263,TIC21_ARATH,1,0,64.23502857142859,55.61891891891892
PF12263,A0A844M5D1_9CYAN,0,0,93.19727272727278,88.83255813953483
PF12263,C0P863_MAIZE,0,0,41.95866279069767,42.53706806282722
PF12263,A0A388LA35_CHABU,0,0,50.09416666666665,48.25991130820398
PF12263,A0A2T1ED10_9CHRO,0,0,92.40430379746836,92.40430379746836
PF12263,A0A0E0LDT4_ORYPU,0,0,42.221257142857134,43.16102473498236
PF12263,A0A0G4GCK5_9ALVE,0,0,50.30609890109891,48.03130293159611
PF12263,A0A2L2NSN9_9NOSO,0,0,91.19491525423734,88.56153439153442
PF12263,A0A804P3R1_MAIZE,0,0,42.30810344827586,42.556560846560856
PF12263,A0A6I5PBV9_9CYAN,0,0,50.307513812154696,49.86690721649484
PF12263,A0A218Q0T7_9CYAN,0,0,90.68833333333332,87.97502564102567
PF12263,A0A0D9YNG6_9ORYZ,0,0,42.33505747126436,40.87689655172414
PF12263,Q011M4_OSTTA,0,0,50.32818181818181,47.14951672862452
PF12263,A0A1Z4JW66_9CYAN,0,0,90.40659090909095,87.85704663212441
PF12263,A0A7C3PE94_9CYAN,0,0,42.37391061452512,42.218913043478246
PF12263,A0A6N2JUT3_9CYAN,0,0,50.41972067039109,49.919950980392166
PF12263,A0A3S1BWG8_ANAVA,0,0,90.37189944134084,88.08421052631584
PF12263,A0A0E0ACA4_9ORYZ,0,0,42.376857142857155,43.13804878048778
PF12263,A0A0P0YVA7_9STRA,0,0,50.48867346938774,46.319879154078514
PF12263,A0A2W4WKT4_9CYAN,0,0,90.28988571428576,88.27430851063835
PF12263,A0A6P0IDA7_9CYAN,0,0,42.41983050847456,42.43629629629627
PF12263,A0A7S1P4C1_9ALVE,0,0,50.554055555555564,48.5466163141994
PF12263,A0A841VWZ6_9NOSO,0,0,90.06210227272722,87.36105820105817
PF12263,A0A6M8BI46_9CYAN,0,0,42.42945054945056,43.59683720930232
PF12263,A0A7J8YGH5_GOSAI,0,0,50.557466666666656,45.75122727272728
PF12263,A0A235I0P0_9NOSO,0,0,89.98369318181818,87.2773015873016
PF12263,A0A453NPF9_AEGTS,0,0,42.45045977011496,42.92563725490194
PF12263,A0A7S4C3B1_CHRCT,0,0,50.56509933774834,46.88391608391607
PF12263,B7KC01_GLOC7,0,0,89.90708571428577,87.30820105820112
PF12263,A0A7S4C3B6_CHRCT,0,0,42.509457831325314,42.68636704119848
PF12263,A0A1Y5IH43_OSTTA,0,0,50.575965909090904,47.22178438661708
PF12263,A0A2I8A6S8_9NOSO,0,0,89.89304597701151,88.1708510638298
PF14653,H0WC11_CAVPO,0,0,34.94014492753624,40.76601694915253
PF14653,A0A5F9D3R1_RABIT,0,0,50.40148148148148,48.96116438356166
PF14653,IGFL1_HUMAN,1,0,88.41507692307694,82.10318181818184
PF14653,A0A2Y9RK82_TRIMA,0,0,35.87713114754099,37.82019354838712
PF14653,A0A7N9CYK0_MACFA,0,0,50.44441176470588,38.94112000000002
PF14653,IGFL4_HUMAN,1,0,88.38060975609757,78.23137096774195
PF14653,G1LPX5_AILME,0,0,38.14350000000001,36.47766666666667
PF14653,A0A2K5WB56_MACFA,0,0,50.57231707317074,51.468640000000015
PF14653,IGFL2_HUMAN,1,0,82.38695121951221,74.91008403361343
PF14653,G3SNE9_LOXAF,0,0,38.607625,35.936583333333324
PF14653,A0A5F9D677_RABIT,0,0,50.634788732394384,45.59129032258064
PF14653,IGFL3_HUMAN,1,0,76.4826829268293,72.25544000000002
PF14653,A0A2R9APE4_PANPA,0,0,39.91,37.97010526315788
PF14653,G3S3S3_GORGO,0,0,51.36292682926828,48.630615384615396
PF14653,IGFL_MOUSE,1,0,75.43162499999997,66.7905
PF14653,A0A5F7ZKC6_MACMU,0,0,41.10743902439023,36.31864583333334
PF14653,G3SH88_GORGO,0,0,51.5259756097561,48.655645161290295
PF14653,H2R0R7_PANTR,0,0,88.57573529411766,79.6151818181818
PF14653,A0A1D5QI15_MACMU,0,0,41.23158536585367,35.57723163841808
PF14653,A0A6P6H586_PUMCO,0,0,51.65802469135804,48.78886792452832
PF14653,G3R747_GORGO,0,0,88.22153846153844,79.03845454545453
PF14653,A0A5F7ZPU6_MACMU,0,0,41.263780487804866,35.29241935483873
